%,GPST,latitude(deg),longitude(deg),height(m),Q,ns,sdn(m),sde(m),sdu(m),sdne(m),sdeu(m),sdun(m),age(s),ratio
3/11/2025,7:43:09 PM,38.90557278,-92.26849961,221.2507,1,12,0.005,0.0043,0.0111,-0.0014,-0.0017,0.0021,0.4,4.2
3/11/2025,7:43:10 PM,38.90557249,-92.2685019,221.2401,1,12,0.005,0.0043,0.0111,-0.0014,-0.0017,0.0021,0.6,4.2
3/11/2025,7:43:10 PM,38.90557206,-92.26850422,221.2454,1,12,0.005,0.0043,0.0112,-0.0014,-0.0017,0.0021,0.8,4.2
3/11/2025,7:43:10 PM,38.90557246,-92.26850689,221.2384,1,12,0.005,0.0043,0.0111,-0.0014,-0.0017,0.0021,0,4.2
3/11/2025,7:43:10 PM,38.9055724,-92.26850951,221.2245,1,12,0.005,0.0043,0.0111,-0.0014,-0.0017,0.0021,0.2,4.2
3/11/2025,7:43:10 PM,38.90557229,-92.26851192,221.2376,1,12,0.005,0.0043,0.0111,-0.0014,-0.0017,0.0021,0.4,4.2
3/11/2025,7:43:11 PM,38.90557192,-92.26851458,221.2407,1,12,0.005,0.0043,0.0111,-0.0014,-0.0017,0.0021,0.6,4.2
3/11/2025,7:43:11 PM,38.90557167,-92.26851715,221.2395,1,12,0.005,0.0043,0.0112,-0.0014,-0.0017,0.0021,0.8,4.2
3/11/2025,7:43:11 PM,38.90557151,-92.26851955,221.2501,1,12,0.005,0.0043,0.0111,-0.0014,-0.0017,0.0021,0,4.2
3/11/2025,7:43:11 PM,38.90557129,-92.268522,221.2425,1,12,0.005,0.0043,0.0111,-0.0014,-0.0017,0.0021,0.2,4.2
3/11/2025,7:43:11 PM,38.90557113,-92.2685246,221.2338,1,12,0.005,0.0043,0.0111,-0.0014,-0.0017,0.0021,0.4,4.2
3/11/2025,7:43:12 PM,38.90557089,-92.26852685,221.2413,1,12,0.005,0.0043,0.0111,-0.0014,-0.0017,0.0021,0.6,4.2
3/11/2025,7:43:12 PM,38.90557063,-92.26852917,221.2455,1,12,0.005,0.0043,0.0112,-0.0014,-0.0017,0.0021,0.8,4.2
3/11/2025,7:43:12 PM,38.90557054,-92.26853129,221.2473,1,12,0.0049,0.0042,0.0109,-0.0016,-0.0014,0.0025,0,5
3/11/2025,7:43:12 PM,38.90557037,-92.26853332,221.2401,1,12,0.0048,0.0042,0.0107,-0.0017,-0.0013,0.0027,0.2,5.6
3/11/2025,7:43:12 PM,38.90557025,-92.26853521,221.2385,1,12,0.0047,0.0042,0.0106,-0.0018,-0.0014,0.0027,0.4,6.2
3/11/2025,7:43:13 PM,38.90557007,-92.2685373,221.2267,1,12,0.0047,0.0042,0.0105,-0.0018,-0.0014,0.0027,0.6,6.8
3/11/2025,7:43:13 PM,38.90556961,-92.26853935,221.2042,1,12,0.0047,0.0042,0.0105,-0.0019,-0.0014,0.0027,0.8,7.5
3/11/2025,7:43:13 PM,38.90556956,-92.26854138,221.2013,1,12,0.0047,0.0042,0.0107,-0.0018,-0.0008,0.0029,0,8.1
3/11/2025,7:43:13 PM,38.90556951,-92.26854347,221.1937,1,12,0.0047,0.0042,0.0107,-0.0018,-0.0008,0.003,0.2,8.9
3/11/2025,7:43:13 PM,38.90556936,-92.26854532,221.1898,1,12,0.0047,0.0042,0.0107,-0.0018,-0.0008,0.003,0.4,9.6
3/11/2025,7:43:14 PM,38.90556952,-92.2685471,221.1937,1,11,0.0049,0.0043,0.0108,-0.0016,-0.0012,0.0027,0.6,10.3
3/11/2025,7:43:14 PM,38.90556955,-92.26854899,221.1922,1,11,0.0049,0.0043,0.0109,-0.0016,-0.0012,0.0027,0.8,11.1
3/11/2025,7:43:14 PM,38.90556942,-92.26855072,221.1936,1,12,0.0047,0.0042,0.0107,-0.0018,-0.0007,0.003,0,11.9
3/11/2025,7:43:14 PM,38.90556922,-92.26855261,221.1877,1,12,0.0047,0.0042,0.0107,-0.0018,-0.0007,0.003,0.2,12.6
3/11/2025,7:43:14 PM,38.90556904,-92.26855485,221.1813,1,12,0.0047,0.0042,0.0107,-0.0018,-0.0007,0.003,0.4,13.5
3/11/2025,7:43:15 PM,38.90556912,-92.26855691,221.1851,1,12,0.0047,0.0042,0.0107,-0.0018,-0.0007,0.003,0.6,14.3
3/11/2025,7:43:15 PM,38.90556895,-92.26855902,221.1854,1,12,0.0047,0.0042,0.0107,-0.0019,-0.0007,0.0031,0.8,15.2
3/11/2025,7:43:15 PM,38.90556883,-92.2685611,221.1817,1,12,0.0047,0.0042,0.0107,-0.0018,-0.0007,0.003,0,16.1
3/11/2025,7:43:15 PM,38.90556883,-92.26856333,221.177,1,12,0.0047,0.0042,0.0107,-0.0018,-0.0006,0.003,0.2,17
3/11/2025,7:43:15 PM,38.90556878,-92.26856531,221.176,1,12,0.0047,0.0042,0.0107,-0.0018,-0.0006,0.003,0.4,17.9
3/11/2025,7:43:16 PM,38.90556861,-92.26856728,221.1763,1,12,0.0047,0.0042,0.0107,-0.0018,-0.0007,0.0031,0.6,18.9
3/11/2025,7:43:16 PM,38.90556847,-92.2685695,221.1714,1,12,0.0047,0.0042,0.0107,-0.0019,-0.0007,0.0031,0.8,19.9
3/11/2025,7:43:16 PM,38.90556807,-92.26857138,221.1804,1,12,0.0047,0.0042,0.0106,-0.0018,-0.0006,0.003,0,20.9
3/11/2025,7:43:16 PM,38.90556773,-92.26857335,221.1805,1,12,0.0047,0.0042,0.0106,-0.0018,-0.0006,0.003,0.2,21.9
3/11/2025,7:43:16 PM,38.90556763,-92.26857531,221.1747,1,12,0.0047,0.0042,0.0107,-0.0018,-0.0006,0.003,0.4,22.9
3/11/2025,7:43:17 PM,38.90556779,-92.26857724,221.1795,1,12,0.0047,0.0042,0.0107,-0.0019,-0.0006,0.0031,0.6,24
3/11/2025,7:43:17 PM,38.90556771,-92.26857911,221.1733,1,12,0.0047,0.0042,0.0107,-0.0019,-0.0007,0.0031,0.8,25
3/11/2025,7:43:17 PM,38.90556731,-92.26858099,221.1759,1,12,0.0047,0.0042,0.0106,-0.0018,-0.0006,0.003,0,26.1
3/11/2025,7:43:17 PM,38.90556708,-92.26858285,221.1755,1,12,0.0047,0.0042,0.0106,-0.0018,-0.0006,0.003,0.2,27.2
3/11/2025,7:43:17 PM,38.90556718,-92.26858454,221.1806,1,12,0.0047,0.0042,0.0107,-0.0019,-0.0006,0.0031,0.4,28.2
3/11/2025,7:43:18 PM,38.90556696,-92.26858598,221.1768,1,12,0.0047,0.0042,0.0107,-0.0019,-0.0006,0.0031,0.6,29.3
3/11/2025,7:43:18 PM,38.90556662,-92.26858766,221.1716,1,12,0.0047,0.0042,0.0107,-0.0019,-0.0006,0.0031,0.8,30.4
3/11/2025,7:43:18 PM,38.90556681,-92.26858945,221.1754,1,12,0.0047,0.0042,0.0106,-0.0019,-0.0005,0.0031,0,3.4
3/11/2025,7:43:18 PM,38.90556659,-92.26859117,221.1689,1,12,0.0047,0.0042,0.0106,-0.0019,-0.0005,0.0031,0.2,4.3
3/11/2025,7:43:18 PM,38.90556666,-92.268593,221.1667,1,12,0.0047,0.0042,0.0106,-0.0019,-0.0005,0.0031,0.4,3.4
3/11/2025,7:43:19 PM,38.9055666,-92.26859503,221.1584,1,12,0.0047,0.0042,0.0107,-0.0019,-0.0005,0.0031,0.6,4.2
3/11/2025,7:43:19 PM,38.90556607,-92.26859712,221.1573,1,12,0.0047,0.0042,0.0107,-0.0019,-0.0006,0.0031,0.8,5.1
3/11/2025,7:43:19 PM,38.90556571,-92.26859926,221.1568,1,12,0.0047,0.0042,0.0106,-0.0019,-0.0005,0.0031,0,6
3/11/2025,7:43:19 PM,38.90556571,-92.2686012,221.152,1,12,0.0047,0.0042,0.0106,-0.0019,-0.0005,0.0031,0.2,6.9
3/11/2025,7:43:19 PM,38.90556596,-92.26860289,221.158,1,12,0.0047,0.0042,0.0106,-0.0019,-0.0005,0.0031,0.4,7.8
3/11/2025,7:43:20 PM,38.9055657,-92.26860466,221.1411,1,12,0.0047,0.0042,0.0107,-0.0019,-0.0005,0.0031,0.6,8.7
3/11/2025,7:43:20 PM,38.9055655,-92.26860606,221.1494,1,12,0.0047,0.0042,0.0107,-0.0019,-0.0006,0.0031,0.8,9.7
3/11/2025,7:43:20 PM,38.90556549,-92.26860759,221.1391,1,11,0.0048,0.0042,0.0105,-0.0017,-0.0015,0.0025,0,10.7
3/11/2025,7:43:20 PM,38.9055653,-92.2686089,221.1287,1,11,0.0048,0.0042,0.0105,-0.0017,-0.0016,0.0025,0.2,11.7
3/11/2025,7:43:20 PM,38.90556524,-92.26860984,221.1385,1,11,0.0048,0.0042,0.0105,-0.0017,-0.0016,0.0025,0.4,12.7
3/11/2025,7:43:21 PM,38.90556498,-92.26861054,221.1449,1,11,0.0048,0.0042,0.0105,-0.0017,-0.0016,0.0025,0.6,13.7
3/11/2025,7:43:21 PM,38.90556482,-92.2686112,221.1392,1,11,0.0048,0.0042,0.0105,-0.0018,-0.0016,0.0025,0.8,14.7
3/11/2025,7:43:21 PM,38.90556473,-92.26861161,221.1355,1,11,0.0048,0.0042,0.0107,-0.0017,-0.0012,0.0027,0,15.7
3/11/2025,7:43:21 PM,38.90556471,-92.2686118,221.1298,1,11,0.0048,0.0042,0.0107,-0.0017,-0.0011,0.0027,0.2,16.7
3/11/2025,7:43:21 PM,38.90556473,-92.26861176,221.1316,1,11,0.0048,0.0042,0.0108,-0.0017,-0.0011,0.0027,0.4,17.8
3/11/2025,7:43:22 PM,38.90556475,-92.26861163,221.133,1,11,0.0048,0.0042,0.0108,-0.0017,-0.0012,0.0027,0.6,18.9
3/11/2025,7:43:22 PM,38.90556478,-92.26861151,221.1311,1,11,0.0049,0.0043,0.0108,-0.0017,-0.0012,0.0028,0.8,19.9
3/11/2025,7:43:22 PM,38.90556478,-92.26861145,221.1372,1,11,0.0048,0.0042,0.0107,-0.0017,-0.0011,0.0027,0,21
3/11/2025,7:43:22 PM,38.90556478,-92.26861147,221.1403,1,11,0.0048,0.0042,0.0107,-0.0017,-0.0011,0.0027,0.2,22.1
3/11/2025,7:43:22 PM,38.90556479,-92.26861148,221.1363,1,11,0.0048,0.0042,0.0108,-0.0017,-0.0011,0.0027,0.4,23.1
3/11/2025,7:43:23 PM,38.90556477,-92.26861145,221.1387,1,11,0.0048,0.0042,0.0108,-0.0017,-0.0012,0.0027,0.6,24.3
3/11/2025,7:43:23 PM,38.90556478,-92.26861144,221.1412,1,11,0.0049,0.0043,0.0108,-0.0017,-0.0012,0.0028,0.8,25.4
3/11/2025,7:43:23 PM,38.90556479,-92.26861147,221.1397,1,11,0.0048,0.0042,0.0107,-0.0017,-0.0011,0.0027,0,26.5
3/11/2025,7:43:23 PM,38.90556478,-92.26861145,221.1393,1,11,0.0048,0.0042,0.0107,-0.0017,-0.0011,0.0027,0.2,27.6
3/11/2025,7:43:23 PM,38.90556478,-92.26861161,221.1386,1,11,0.0048,0.0042,0.0108,-0.0017,-0.0011,0.0027,0.4,28.8
3/11/2025,7:43:24 PM,38.9055647,-92.26861209,221.1392,1,11,0.0048,0.0042,0.0108,-0.0017,-0.0012,0.0027,0.6,29.9
3/11/2025,7:43:24 PM,38.90556467,-92.26861288,221.1424,1,11,0.0049,0.0043,0.0108,-0.0017,-0.0012,0.0028,0.8,31
3/11/2025,7:43:24 PM,38.90556465,-92.2686143,221.1421,1,12,0.0047,0.0042,0.0106,-0.0019,-0.0005,0.0031,0,15.1
3/11/2025,7:43:24 PM,38.90556445,-92.2686161,221.1357,1,12,0.0047,0.0042,0.0106,-0.0019,-0.0005,0.0031,0.2,16.2
3/11/2025,7:43:24 PM,38.90556424,-92.26861768,221.1473,1,12,0.0047,0.0042,0.0106,-0.0019,-0.0005,0.0031,0.4,17.3
3/11/2025,7:43:25 PM,38.90556466,-92.26861949,221.1703,1,12,0.0047,0.0042,0.0107,-0.0019,-0.0005,0.0031,0.6,18.5
3/11/2025,7:43:25 PM,38.90556609,-92.26862174,221.1708,1,12,0.0047,0.0042,0.0107,-0.0019,-0.0005,0.0031,0.8,19.7
3/11/2025,7:43:25 PM,38.90556599,-92.26862475,221.1566,1,12,0.0047,0.0042,0.0106,-0.0019,-0.0005,0.0031,0,20.7
3/11/2025,7:43:25 PM,38.90556605,-92.2686279,221.1416,1,12,0.0047,0.0042,0.0106,-0.0019,-0.0005,0.0031,0.2,21.9
3/11/2025,7:43:25 PM,38.90556694,-92.26863071,221.1513,1,12,0.0047,0.0042,0.0106,-0.0019,-0.0005,0.0031,0.4,23
3/11/2025,7:43:26 PM,38.90556739,-92.26863437,221.1495,1,12,0.0047,0.0042,0.0107,-0.0019,-0.0005,0.0031,0.6,24
3/11/2025,7:43:26 PM,38.90556901,-92.26863746,221.1567,1,12,0.0047,0.0042,0.0107,-0.0019,-0.0005,0.0031,0.8,25.1
3/11/2025,7:43:26 PM,38.90556935,-92.26864081,221.1491,1,11,0.0048,0.0042,0.0104,-0.0017,-0.0016,0.0025,0,43.1
3/11/2025,7:43:26 PM,38.9055703,-92.268644,221.1676,1,11,0.0048,0.0042,0.0104,-0.0017,-0.0016,0.0024,0.2,44.4
3/11/2025,7:43:26 PM,38.90557137,-92.26864718,221.1738,1,11,0.0048,0.0042,0.0104,-0.0017,-0.0016,0.0024,0.4,45.6
3/11/2025,7:43:27 PM,38.90557223,-92.26865029,221.1842,1,11,0.0048,0.0042,0.0105,-0.0017,-0.0016,0.0024,0.6,46.9
3/11/2025,7:43:27 PM,38.90557247,-92.26865397,221.1848,1,11,0.0048,0.0042,0.0105,-0.0018,-0.0016,0.0025,0.8,48.1
3/11/2025,7:43:27 PM,38.90557277,-92.26865789,221.1565,1,11,0.0048,0.0042,0.0104,-0.0017,-0.0016,0.0024,0,49.2
3/11/2025,7:43:27 PM,38.90557329,-92.268661,221.1648,1,11,0.0048,0.0042,0.0104,-0.0017,-0.0016,0.0024,0.2,50.4
3/11/2025,7:43:27 PM,38.90557393,-92.26866425,221.1666,1,11,0.0048,0.0042,0.0104,-0.0017,-0.0016,0.0024,0.4,51.6
3/11/2025,7:43:28 PM,38.9055735,-92.26866795,221.1575,1,11,0.0048,0.0042,0.0104,-0.0017,-0.0016,0.0024,0.6,52.8
3/11/2025,7:43:28 PM,38.9055723,-92.26867119,221.1481,1,11,0.0048,0.0042,0.0105,-0.0018,-0.0016,0.0025,0.8,54
3/11/2025,7:43:28 PM,38.90557128,-92.26867474,221.1341,1,10,0.0049,0.0043,0.0111,-0.0015,-0.0025,0.0016,0,55.2
3/11/2025,7:43:28 PM,38.9055702,-92.26867784,221.1216,1,11,0.0048,0.0042,0.0104,-0.0017,-0.0016,0.0024,0.2,56.7
3/11/2025,7:43:28 PM,38.90556874,-92.26868108,221.0918,1,11,0.0048,0.0042,0.0104,-0.0017,-0.0016,0.0024,0.4,57.9
3/11/2025,7:43:29 PM,38.90556721,-92.26868392,221.0793,1,11,0.0048,0.0042,0.0104,-0.0017,-0.0016,0.0024,0.6,59.2
3/11/2025,7:43:29 PM,38.9055655,-92.26868681,221.0549,1,11,0.0048,0.0042,0.0105,-0.0018,-0.0016,0.0025,0.8,60.4
3/11/2025,7:43:29 PM,38.9055639,-92.26868986,221.0093,1,10,0.0049,0.0043,0.0111,-0.0015,-0.0025,0.0016,0,61.6
3/11/2025,7:43:29 PM,38.90556248,-92.26869256,220.9987,1,11,0.0048,0.0042,0.0104,-0.0017,-0.0016,0.0024,0.2,63.1
3/11/2025,7:43:29 PM,38.90555957,-92.2686941,220.9887,1,11,0.0048,0.0042,0.0104,-0.0017,-0.0016,0.0024,0.4,64.5
3/11/2025,7:43:30 PM,38.90555723,-92.26869529,221.002,1,11,0.0048,0.0042,0.0104,-0.0017,-0.0016,0.0024,0.6,66
3/11/2025,7:43:30 PM,38.90555496,-92.26869724,220.9834,1,11,0.0048,0.0042,0.0105,-0.0018,-0.0016,0.0025,0.8,67.5
3/11/2025,7:43:30 PM,38.90555269,-92.26869866,220.9963,1,11,0.0048,0.0042,0.0104,-0.0017,-0.0016,0.0024,0,3.4
3/11/2025,7:43:30 PM,38.90555069,-92.26869965,220.999,1,11,0.0048,0.0042,0.0104,-0.0017,-0.0016,0.0024,0.2,4.5
3/11/2025,7:43:30 PM,38.90554811,-92.26870065,220.9699,1,11,0.0048,0.0042,0.0104,-0.0017,-0.0016,0.0024,0.4,5.7
3/11/2025,7:43:31 PM,38.9055454,-92.26870108,220.9469,1,11,0.0048,0.0042,0.0104,-0.0018,-0.0016,0.0024,0.6,6.9
3/11/2025,7:43:31 PM,38.9055431,-92.26870197,220.9322,1,11,0.0048,0.0042,0.0105,-0.0018,-0.0017,0.0024,0.8,8.1
3/11/2025,7:43:31 PM,38.905541,-92.2687024,220.9353,1,11,0.0048,0.0042,0.0104,-0.0017,-0.0016,0.0024,0,9.3
3/11/2025,7:43:31 PM,38.9055382,-92.26870191,220.9066,1,11,0.0048,0.0042,0.0104,-0.0017,-0.0016,0.0024,0.2,10.5
3/11/2025,7:43:31 PM,38.90553601,-92.26870217,220.909,1,11,0.0048,0.0042,0.0104,-0.0017,-0.0016,0.0024,0.4,11.7
3/11/2025,7:43:32 PM,38.90553358,-92.26870244,220.8707,1,11,0.0048,0.0042,0.0104,-0.0018,-0.0016,0.0024,0.6,12.9
3/11/2025,7:43:32 PM,38.90553102,-92.2687015,220.8355,1,11,0.0048,0.0042,0.0105,-0.0018,-0.0017,0.0024,0.8,14.2
3/11/2025,7:43:32 PM,38.90552863,-92.26870011,220.8183,1,11,0.0048,0.0042,0.0104,-0.0017,-0.0016,0.0024,0,15.5
3/11/2025,7:43:32 PM,38.90552635,-92.26869851,220.8049,1,11,0.0048,0.0042,0.0104,-0.0017,-0.0016,0.0024,0.2,16.8
3/11/2025,7:43:32 PM,38.90552435,-92.26869686,220.7992,1,11,0.0048,0.0042,0.0104,-0.0017,-0.0016,0.0024,0.4,18.1
3/11/2025,7:43:33 PM,38.90552263,-92.26869505,220.8046,1,10,0.0049,0.0043,0.0111,-0.0015,-0.0026,0.0016,0.6,19.5
3/11/2025,7:43:33 PM,38.90552083,-92.26869291,220.8041,1,8,0.0056,0.0062,0.0131,-0.0037,0.0037,-0.0028,0.8,28.3
3/11/2025,7:43:33 PM,38.905519,-92.26869085,220.7815,1,9,0.005,0.0048,0.0119,-0.0022,0.0014,-0.0016,0,22.3
3/11/2025,7:43:33 PM,38.90551744,-92.26868827,220.7559,1,9,0.005,0.0048,0.0111,-0.0025,0.0019,0.0019,0.2,24.7
3/11/2025,7:43:33 PM,38.90551648,-92.26868541,220.7745,1,10,0.0051,0.0043,0.0108,-0.0017,-0.0022,0.0022,0.4,25.9
3/11/2025,7:43:34 PM,38.9055157,-92.26868307,220.8014,1,10,0.0048,0.0048,0.011,-0.0026,0.0019,0.0024,0.6,27.3
3/11/2025,7:43:34 PM,38.90551433,-92.2686804,220.7624,1,11,0.0048,0.0047,0.0109,-0.0025,0.0024,0.0021,0.8,27.7
3/11/2025,7:43:34 PM,38.9055134,-92.26867808,220.7514,1,9,0.0048,0.0049,0.0113,-0.0025,0.0026,0.0025,0,30.2
3/11/2025,7:43:34 PM,38.90551299,-92.26867556,220.7626,1,9,0.0048,0.0049,0.0114,-0.0025,0.0027,0.0026,0.2,31.6
3/11/2025,7:43:34 PM,38.90551293,-92.26867326,220.7781,1,12,0.0046,0.0042,0.0103,-0.002,-0.0012,0.0028,0.4,31.6
3/11/2025,7:43:35 PM,38.90551327,-92.2686702,220.7846,1,12,0.0047,0.0042,0.0103,-0.002,-0.0013,0.0028,0.6,33.1
3/11/2025,7:43:35 PM,38.90551317,-92.26866853,220.8075,1,12,0.0047,0.0042,0.0103,-0.002,-0.0013,0.0028,0.8,34.6
3/11/2025,7:43:35 PM,38.90551314,-92.26866674,220.8555,1,12,0.0046,0.0041,0.0102,-0.0019,-0.0012,0.0028,0,35.9
3/11/2025,7:43:35 PM,38.9055137,-92.26866419,220.8718,1,12,0.0046,0.0042,0.0102,-0.0019,-0.0012,0.0028,0.2,37.2
3/11/2025,7:43:35 PM,38.90551405,-92.26866197,220.8874,1,11,0.0047,0.0047,0.0108,-0.0024,0.0024,0.0021,0.4,38.9
3/11/2025,7:43:36 PM,38.90551449,-92.26865965,220.9007,1,12,0.0047,0.0042,0.0103,-0.002,-0.0012,0.0028,0.6,39.9
3/11/2025,7:43:36 PM,38.90551522,-92.26865687,220.9021,1,12,0.0047,0.0042,0.0103,-0.002,-0.0013,0.0028,0.8,41.2
3/11/2025,7:43:36 PM,38.90551632,-92.2686547,220.9012,1,12,0.0046,0.0041,0.0102,-0.0019,-0.0012,0.0028,0,42.6
3/11/2025,7:43:36 PM,38.90551692,-92.2686524,220.9085,1,12,0.0046,0.0042,0.0102,-0.0019,-0.0012,0.0028,0.2,43.9
3/11/2025,7:43:36 PM,38.90551744,-92.26864999,220.9242,1,12,0.0046,0.0042,0.0102,-0.0019,-0.0013,0.0028,0.4,45.4
3/11/2025,7:43:37 PM,38.90551833,-92.26864739,220.9186,1,12,0.0047,0.0042,0.0103,-0.0019,-0.0013,0.0028,0.6,46.9
3/11/2025,7:43:37 PM,38.90551936,-92.26864435,220.9064,1,12,0.0047,0.0042,0.0103,-0.002,-0.0013,0.0028,0.8,48.2
3/11/2025,7:43:37 PM,38.90552058,-92.26864205,220.9094,1,12,0.0046,0.0041,0.0102,-0.0019,-0.0012,0.0028,0,49.5
3/11/2025,7:43:37 PM,38.90552211,-92.26863959,220.9079,1,12,0.0046,0.0042,0.0102,-0.0019,-0.0012,0.0028,0.2,51
