%,GPST,latitude(deg),longitude(deg),height(m),Q,ns,sdn(m),sde(m),sdu(m),sdne(m),sdeu(m),sdun(m),age(s),ratio
3/11/2025,7:44:05 PM,38.90557454,-92.26844235,221.3545,1,12,0.0046,0.0041,0.0102,-0.0019,-0.0012,0.0028,0,231.3
3/11/2025,7:44:05 PM,38.90557459,-92.26844088,221.3602,1,12,0.0046,0.0041,0.0102,-0.0019,-0.0012,0.0028,0.2,232.7
3/11/2025,7:44:05 PM,38.90557451,-92.2684393,221.3595,1,12,0.0046,0.0042,0.0102,-0.0019,-0.0012,0.0028,0.4,234.2
3/11/2025,7:44:06 PM,38.9055744,-92.26843788,221.3721,1,12,0.0047,0.0042,0.0103,-0.0019,-0.0012,0.0028,0.6,235.2
3/11/2025,7:44:06 PM,38.90557452,-92.26843621,221.363,1,12,0.0047,0.0042,0.0103,-0.002,-0.0012,0.0028,0.8,236.2
3/11/2025,7:44:06 PM,38.90557471,-92.26843466,221.3627,1,12,0.0046,0.0041,0.0102,-0.0019,-0.0012,0.0028,0,237.6
3/11/2025,7:44:06 PM,38.90557449,-92.26843317,221.3621,1,12,0.0046,0.0041,0.0102,-0.0019,-0.0012,0.0028,0.2,239
3/11/2025,7:44:06 PM,38.90557427,-92.26843133,221.3524,1,12,0.0046,0.0042,0.0102,-0.0019,-0.0012,0.0028,0.4,240.3
3/11/2025,7:44:07 PM,38.90557456,-92.26842967,221.3432,1,12,0.0047,0.0042,0.0103,-0.0019,-0.0012,0.0028,0.6,241.3
3/11/2025,7:44:07 PM,38.90557463,-92.26842821,221.3465,1,12,0.0047,0.0042,0.0103,-0.002,-0.0012,0.0028,0.8,242.5
3/11/2025,7:44:07 PM,38.90557473,-92.26842698,221.3524,1,12,0.0046,0.0041,0.0102,-0.0019,-0.0012,0.0028,0,243.8
3/11/2025,7:44:07 PM,38.90557475,-92.26842549,221.3448,1,12,0.0046,0.0041,0.0102,-0.0019,-0.0012,0.0028,0.2,245
3/11/2025,7:44:07 PM,38.90557471,-92.26842408,221.3402,1,12,0.0046,0.0042,0.0102,-0.0019,-0.0012,0.0028,0.4,246.3
3/11/2025,7:44:08 PM,38.90557466,-92.26842286,221.3475,1,12,0.0047,0.0042,0.0103,-0.0019,-0.0012,0.0028,0.6,247.7
3/11/2025,7:44:08 PM,38.90557482,-92.26842156,221.3537,1,12,0.0047,0.0042,0.0103,-0.002,-0.0012,0.0028,0.8,249
3/11/2025,7:44:08 PM,38.9055746,-92.26842007,221.3588,1,12,0.0046,0.0041,0.0102,-0.0019,-0.0012,0.0028,0,250.3
3/11/2025,7:44:08 PM,38.90557452,-92.26841835,221.3556,1,12,0.0046,0.0041,0.0102,-0.0019,-0.0012,0.0028,0.2,251.3
3/11/2025,7:44:08 PM,38.90557434,-92.26841652,221.3483,1,12,0.0046,0.0042,0.0102,-0.0019,-0.0012,0.0028,0.4,251.9
3/11/2025,7:44:09 PM,38.90557418,-92.2684144,221.3479,1,12,0.0047,0.0042,0.0102,-0.0019,-0.0012,0.0028,0.6,253.1
3/11/2025,7:44:09 PM,38.90557451,-92.26841266,221.3623,1,12,0.0047,0.0042,0.0103,-0.002,-0.0012,0.0028,0.8,254.4
3/11/2025,7:44:09 PM,38.90557452,-92.26841079,221.3585,1,12,0.0046,0.0041,0.0102,-0.0019,-0.0012,0.0028,0,255.6
3/11/2025,7:44:09 PM,38.90557468,-92.2684085,221.3543,1,12,0.0046,0.0041,0.0102,-0.0019,-0.0012,0.0028,0.2,256.4
3/11/2025,7:44:09 PM,38.90557485,-92.2684067,221.3618,1,12,0.0046,0.0042,0.0102,-0.0019,-0.0012,0.0028,0.4,257.5
3/11/2025,7:44:10 PM,38.90557502,-92.26840471,221.3556,1,12,0.0047,0.0042,0.0102,-0.0019,-0.0012,0.0028,0.6,259.1
3/11/2025,7:44:10 PM,38.90557539,-92.26840266,221.3685,1,12,0.0047,0.0042,0.0103,-0.002,-0.0012,0.0028,0.8,260.6
3/11/2025,7:44:10 PM,38.90557574,-92.26840038,221.3504,1,12,0.0046,0.0041,0.0102,-0.0019,-0.0012,0.0028,0,261.7
3/11/2025,7:44:10 PM,38.90557572,-92.26839837,221.3448,1,12,0.0046,0.0041,0.0102,-0.0019,-0.0012,0.0028,0.2,263.2
3/11/2025,7:44:10 PM,38.90557595,-92.26839637,221.3609,1,12,0.0046,0.0042,0.0102,-0.0019,-0.0012,0.0028,0.4,264.6
3/11/2025,7:44:11 PM,38.90557615,-92.26839454,221.3651,1,12,0.0047,0.0042,0.0102,-0.0019,-0.0012,0.0028,0.6,266.1
3/11/2025,7:44:11 PM,38.90557597,-92.26839259,221.3524,1,12,0.0047,0.0042,0.0103,-0.002,-0.0012,0.0028,0.8,267.7
3/11/2025,7:44:11 PM,38.90557619,-92.26839042,221.353,1,12,0.0046,0.0041,0.0102,-0.0019,-0.0012,0.0028,0,269.6
3/11/2025,7:44:11 PM,38.90557621,-92.2683886,221.37,1,12,0.0046,0.0041,0.0102,-0.0019,-0.0012,0.0028,0.2,271.3
3/11/2025,7:44:11 PM,38.90557634,-92.26838673,221.3752,1,12,0.0046,0.0042,0.0102,-0.0019,-0.0012,0.0028,0.4,272.5
3/11/2025,7:44:12 PM,38.90557655,-92.26838451,221.3633,1,12,0.0047,0.0042,0.0102,-0.0019,-0.0012,0.0028,0.6,274.4
3/11/2025,7:44:12 PM,38.90557696,-92.2683824,221.3533,1,12,0.0047,0.0042,0.0103,-0.002,-0.0012,0.0028,0.8,276.8
3/11/2025,7:44:12 PM,38.9055772,-92.26838083,221.3678,1,12,0.0046,0.0041,0.0102,-0.0019,-0.0012,0.0028,0,278.5
3/11/2025,7:44:12 PM,38.90557666,-92.26837911,221.3744,1,12,0.0046,0.0041,0.0102,-0.0019,-0.0012,0.0028,0.2,279.7
3/11/2025,7:44:12 PM,38.90557665,-92.26837723,221.3837,1,12,0.0046,0.0042,0.0102,-0.0019,-0.0012,0.0028,0.4,280.8
3/11/2025,7:44:13 PM,38.90557676,-92.26837537,221.383,1,12,0.0047,0.0042,0.0102,-0.0019,-0.0012,0.0028,0.6,281.9
3/11/2025,7:44:13 PM,38.90557688,-92.26837375,221.3809,1,12,0.0047,0.0042,0.0103,-0.002,-0.0012,0.0028,0.8,283.6
3/11/2025,7:44:13 PM,38.90557681,-92.26837222,221.3893,1,12,0.0046,0.0041,0.0102,-0.0019,-0.0012,0.0028,0,284.4
3/11/2025,7:44:13 PM,38.90557681,-92.26837044,221.3937,1,12,0.0046,0.0041,0.0102,-0.0019,-0.0012,0.0028,0.2,285
3/11/2025,7:44:13 PM,38.90557708,-92.26836859,221.3944,1,12,0.0046,0.0042,0.0102,-0.0019,-0.0012,0.0028,0.4,286.2
3/11/2025,7:44:14 PM,38.90557722,-92.26836699,221.4025,1,12,0.0047,0.0042,0.0102,-0.0019,-0.0012,0.0028,0.6,287.7
3/11/2025,7:44:14 PM,38.90557673,-92.26836525,221.3916,1,12,0.0047,0.0042,0.0103,-0.002,-0.0012,0.0028,0.8,289.3
3/11/2025,7:44:14 PM,38.90557694,-92.26836391,221.4078,1,12,0.0046,0.0041,0.0102,-0.0019,-0.0012,0.0028,0,290.5
3/11/2025,7:44:14 PM,38.90557693,-92.26836247,221.4053,1,12,0.0046,0.0041,0.0102,-0.0019,-0.0012,0.0028,0.2,291.8
3/11/2025,7:44:14 PM,38.90557708,-92.268361,221.4031,1,12,0.0046,0.0042,0.0102,-0.0019,-0.0012,0.0028,0.4,293.4
3/11/2025,7:44:15 PM,38.90557709,-92.26835937,221.4023,1,12,0.0047,0.0042,0.0102,-0.0019,-0.0012,0.0028,0.6,295.8
3/11/2025,7:44:15 PM,38.90557706,-92.26835792,221.4074,1,12,0.0047,0.0042,0.0103,-0.002,-0.0012,0.0028,0.8,298
3/11/2025,7:44:15 PM,38.90557696,-92.26835652,221.4004,1,12,0.0046,0.0041,0.0102,-0.0019,-0.0012,0.0028,0,299.5
3/11/2025,7:44:15 PM,38.90557702,-92.26835499,221.4052,1,11,0.0048,0.0042,0.0103,-0.0017,-0.0015,0.0024,0.2,302.2
3/11/2025,7:44:15 PM,38.90557702,-92.26835358,221.4082,1,11,0.0048,0.0042,0.0104,-0.0017,-0.0016,0.0024,0.4,303.5
3/11/2025,7:44:16 PM,38.90557704,-92.26835245,221.4254,1,12,0.0047,0.0042,0.0103,-0.0019,-0.0012,0.0028,0.6,303.9
3/11/2025,7:44:16 PM,38.90557712,-92.2683513,221.4359,1,12,0.0047,0.0042,0.0103,-0.002,-0.0012,0.0028,0.8,304.7
3/11/2025,7:44:16 PM,38.90557727,-92.26835019,221.4329,1,12,0.0046,0.0041,0.0102,-0.0019,-0.0012,0.0028,0,306.1
3/11/2025,7:44:16 PM,38.90557707,-92.26834862,221.4355,1,12,0.0046,0.0041,0.0102,-0.0019,-0.0012,0.0028,0.2,307.4
3/11/2025,7:44:16 PM,38.90557723,-92.26834696,221.4436,1,12,0.0046,0.0042,0.0102,-0.0019,-0.0012,0.0028,0.4,308.9
3/11/2025,7:44:17 PM,38.90557758,-92.26834512,221.4533,1,12,0.0047,0.0042,0.0102,-0.0019,-0.0012,0.0028,0.6,310.2
3/11/2025,7:44:17 PM,38.90557731,-92.26834303,221.4404,1,12,0.0047,0.0042,0.0103,-0.002,-0.0012,0.0028,0.8,311.4
3/11/2025,7:44:17 PM,38.90557735,-92.26834139,221.4609,1,12,0.0046,0.0041,0.0102,-0.0019,-0.0012,0.0028,0,311.5
3/11/2025,7:44:17 PM,38.9055771,-92.26833916,221.464,1,12,0.0046,0.0041,0.0102,-0.0019,-0.0012,0.0028,0.2,312.3
3/11/2025,7:44:17 PM,38.90557743,-92.26833701,221.464,1,12,0.0046,0.0042,0.0102,-0.0019,-0.0012,0.0028,0.4,313.4
3/11/2025,7:44:18 PM,38.90557733,-92.26833467,221.4526,1,11,0.0047,0.0042,0.0106,-0.0019,0.0001,0.003,0.6,314.1
3/11/2025,7:44:18 PM,38.90557762,-92.26833297,221.4857,1,12,0.0047,0.0042,0.0103,-0.002,-0.0012,0.0028,0.8,314.4
3/11/2025,7:44:18 PM,38.90557756,-92.26833064,221.4711,1,11,0.0047,0.0042,0.0105,-0.0019,0.0002,0.003,0,315.5
3/11/2025,7:44:18 PM,38.90557761,-92.26832805,221.4368,1,11,0.0047,0.0042,0.0106,-0.0019,0.0003,0.003,0.2,317.4
3/11/2025,7:44:18 PM,38.90557777,-92.26832569,221.4346,1,11,0.0048,0.0048,0.011,-0.0024,0.0027,0.0025,0.4,402.8
3/11/2025,7:44:19 PM,38.90557809,-92.2683235,221.4315,1,11,0.0048,0.0049,0.0111,-0.0024,0.0028,0.0025,0.6,406.2
3/11/2025,7:44:19 PM,38.90557811,-92.2683214,221.4449,1,11,0.0047,0.0042,0.0107,-0.0019,0.0005,0.0031,0.8,323.6
3/11/2025,7:44:19 PM,38.90557819,-92.26831884,221.424,1,12,0.0048,0.0048,0.0106,-0.0025,0.0022,0.0022,0,412.1
3/11/2025,7:44:19 PM,38.90557792,-92.26831719,221.4429,1,11,0.0048,0.0048,0.0112,-0.0024,0.0015,0.0015,0.2,415
3/11/2025,7:44:19 PM,38.90557808,-92.26831558,221.4603,1,12,0.0048,0.0048,0.0106,-0.0025,0.0023,0.0022,0.4,416.8
3/11/2025,7:44:20 PM,38.90557818,-92.2683139,221.4611,1,12,0.0047,0.0042,0.0103,-0.002,-0.0011,0.0028,0.6,330.2
3/11/2025,7:44:20 PM,38.90557813,-92.26831233,221.4561,1,12,0.0047,0.0042,0.0103,-0.002,-0.0012,0.0028,0.8,332.1
3/11/2025,7:44:20 PM,38.90557831,-92.26831104,221.4615,1,12,0.0046,0.0041,0.0102,-0.0019,-0.0012,0.0028,0,334.1
3/11/2025,7:44:20 PM,38.90557828,-92.26830996,221.4521,1,12,0.0046,0.0041,0.0102,-0.0019,-0.0012,0.0028,0.2,336.5
3/11/2025,7:44:20 PM,38.90557815,-92.26830944,221.454,1,12,0.0046,0.0042,0.0102,-0.0019,-0.0012,0.0028,0.4,338.7
3/11/2025,7:44:21 PM,38.90557816,-92.26830944,221.4578,1,13,0.0047,0.0042,0.0102,-0.0019,-0.0012,0.0028,0.6,340.7
3/11/2025,7:44:21 PM,38.9055782,-92.26830974,221.4565,1,13,0.0046,0.0042,0.0102,-0.0019,-0.0014,0.0029,0.8,343.1
3/11/2025,7:44:21 PM,38.90557825,-92.2683102,221.4545,1,13,0.0046,0.0041,0.01,-0.0019,-0.0015,0.003,0,345.4
3/11/2025,7:44:21 PM,38.90557826,-92.26831069,221.4526,1,13,0.0046,0.0041,0.01,-0.0018,-0.0015,0.003,0.2,347.5
3/11/2025,7:44:21 PM,38.90557827,-92.26831122,221.4584,1,13,0.0046,0.0041,0.01,-0.0018,-0.0015,0.0031,0.4,349.8
3/11/2025,7:44:22 PM,38.90557826,-92.26831156,221.4605,1,13,0.0046,0.0041,0.01,-0.0018,-0.0016,0.0031,0.6,352.1
3/11/2025,7:44:22 PM,38.90557823,-92.26831161,221.4623,1,13,0.0046,0.0042,0.01,-0.0019,-0.0016,0.0031,0.8,354.2
3/11/2025,7:44:22 PM,38.90557825,-92.26831143,221.4604,1,13,0.0046,0.0041,0.0099,-0.0018,-0.0015,0.0031,0,356.2
3/11/2025,7:44:22 PM,38.90557828,-92.2683112,221.4598,1,13,0.0046,0.0041,0.0099,-0.0018,-0.0016,0.0031,0.2,358.2
3/11/2025,7:44:22 PM,38.90557827,-92.26831115,221.4606,1,13,0.0046,0.0041,0.0099,-0.0018,-0.0016,0.0031,0.4,360.2
3/11/2025,7:44:23 PM,38.90557827,-92.26831119,221.4608,1,13,0.0046,0.0041,0.01,-0.0018,-0.0016,0.0031,0.6,362.4
3/11/2025,7:44:23 PM,38.90557829,-92.26831126,221.4622,1,13,0.0046,0.0042,0.01,-0.0018,-0.0016,0.0031,0.8,364.7
3/11/2025,7:44:23 PM,38.90557826,-92.26831129,221.462,1,13,0.0046,0.0041,0.0099,-0.0018,-0.0016,0.0031,0,366.5
3/11/2025,7:44:23 PM,38.90557826,-92.26831127,221.4569,1,13,0.0046,0.0041,0.0099,-0.0018,-0.0016,0.0031,0.2,368.6
3/11/2025,7:44:23 PM,38.90557829,-92.26831128,221.4613,1,13,0.0046,0.0041,0.0099,-0.0018,-0.0016,0.0031,0.4,370.5
3/11/2025,7:44:24 PM,38.90557829,-92.26831126,221.4585,1,13,0.0046,0.0041,0.01,-0.0018,-0.0016,0.0031,0.6,372.5
3/11/2025,7:44:24 PM,38.9055783,-92.26831127,221.4574,1,13,0.0046,0.0042,0.01,-0.0018,-0.0016,0.0031,0.8,374.4
3/11/2025,7:44:24 PM,38.90557823,-92.26831127,221.4618,1,13,0.0046,0.0041,0.0099,-0.0018,-0.0016,0.0031,0,376.5
3/11/2025,7:44:24 PM,38.90557824,-92.26831126,221.4582,1,13,0.0046,0.0041,0.0099,-0.0018,-0.0016,0.0031,0.2,378.5
3/11/2025,7:44:24 PM,38.90557825,-92.26831125,221.4609,1,13,0.0046,0.0041,0.0099,-0.0018,-0.0016,0.0031,0.4,380.2
3/11/2025,7:44:25 PM,38.90557825,-92.26831127,221.4586,1,13,0.0046,0.0041,0.0099,-0.0018,-0.0016,0.0031,0.6,382
3/11/2025,7:44:25 PM,38.90557825,-92.26831125,221.4601,1,13,0.0046,0.0042,0.01,-0.0018,-0.0016,0.0031,0.8,384.2
3/11/2025,7:44:25 PM,38.90557825,-92.26831126,221.4562,1,13,0.0046,0.0041,0.0099,-0.0018,-0.0016,0.0031,0,386.3
3/11/2025,7:44:25 PM,38.90557826,-92.26831126,221.4561,1,13,0.0046,0.0041,0.0099,-0.0018,-0.0016,0.0031,0.2,388.3
3/11/2025,7:44:25 PM,38.90557826,-92.26831126,221.4558,1,13,0.0046,0.0041,0.0099,-0.0018,-0.0016,0.0031,0.4,390.3
3/11/2025,7:44:26 PM,38.90557826,-92.26831125,221.457,1,13,0.0046,0.0041,0.0099,-0.0018,-0.0016,0.0031,0.6,392.3
3/11/2025,7:44:26 PM,38.90557826,-92.26831124,221.4572,1,13,0.0046,0.0042,0.01,-0.0018,-0.0016,0.0032,0.8,394.3
3/11/2025,7:44:26 PM,38.90557826,-92.26831127,221.4573,1,13,0.0046,0.0041,0.0099,-0.0018,-0.0016,0.0031,0,396.1
3/11/2025,7:44:26 PM,38.90557825,-92.26831123,221.4545,1,13,0.0046,0.0041,0.0099,-0.0018,-0.0016,0.0031,0.2,398
3/11/2025,7:44:26 PM,38.90557826,-92.26831123,221.4569,1,13,0.0046,0.0041,0.0099,-0.0018,-0.0016,0.0031,0.4,400
3/11/2025,7:44:27 PM,38.90557825,-92.26831123,221.4615,1,13,0.0046,0.0041,0.0099,-0.0018,-0.0016,0.0031,0.6,401.8
3/11/2025,7:44:27 PM,38.90557827,-92.26831123,221.4585,1,13,0.0046,0.0041,0.01,-0.0018,-0.0016,0.0032,0.8,403.9
3/11/2025,7:44:27 PM,38.90557826,-92.26831123,221.4609,1,13,0.0046,0.0041,0.0099,-0.0018,-0.0016,0.0031,0,406
3/11/2025,7:44:27 PM,38.90557826,-92.26831123,221.4589,1,13,0.0046,0.0041,0.0099,-0.0018,-0.0016,0.0031,0.2,408.3
3/11/2025,7:44:27 PM,38.90557826,-92.26831124,221.4628,1,13,0.0046,0.0041,0.0099,-0.0018,-0.0016,0.0031,0.4,410.5
3/11/2025,7:44:28 PM,38.90557827,-92.26831123,221.4621,1,13,0.0046,0.0041,0.0099,-0.0018,-0.0016,0.0031,0.6,412.6
3/11/2025,7:44:28 PM,38.90557826,-92.26831124,221.462,1,13,0.0046,0.0041,0.01,-0.0018,-0.0016,0.0032,0.8,414.9
3/11/2025,7:44:28 PM,38.90557825,-92.26831125,221.4624,1,13,0.0046,0.0041,0.0099,-0.0018,-0.0016,0.0031,0,417
3/11/2025,7:44:28 PM,38.90557827,-92.26831126,221.4617,1,13,0.0046,0.0041,0.0099,-0.0018,-0.0016,0.0031,0.2,3.4
3/11/2025,7:44:28 PM,38.90557827,-92.26831126,221.4619,1,13,0.0046,0.0041,0.0099,-0.0018,-0.0016,0.0031,0.4,4.9
3/11/2025,7:44:29 PM,38.90557828,-92.26831124,221.4628,1,13,0.0046,0.0041,0.0099,-0.0018,-0.0016,0.0031,0.6,5.2
3/11/2025,7:44:29 PM,38.90557828,-92.26831125,221.4637,1,13,0.0046,0.0041,0.01,-0.0018,-0.0016,0.0032,0.8,6.8
3/11/2025,7:44:29 PM,38.90557825,-92.26831126,221.456,1,13,0.0046,0.0041,0.0099,-0.0018,-0.0016,0.0031,0,8.4
3/11/2025,7:44:29 PM,38.90557824,-92.26831125,221.4582,1,13,0.0046,0.0041,0.0099,-0.0018,-0.0016,0.0031,0.2,10
3/11/2025,7:44:29 PM,38.90557825,-92.26831126,221.4589,1,13,0.0046,0.0041,0.0099,-0.0018,-0.0016,0.0031,0.4,11.6
3/11/2025,7:44:30 PM,38.90557824,-92.26831125,221.4582,1,13,0.0046,0.0041,0.0099,-0.0018,-0.0016,0.0031,0.6,13.2
3/11/2025,7:44:30 PM,38.90557826,-92.26831125,221.4604,1,13,0.0046,0.0041,0.01,-0.0018,-0.0016,0.0032,0.8,14.9
3/11/2025,7:44:30 PM,38.90557825,-92.26831126,221.4595,1,13,0.0046,0.0041,0.0099,-0.0018,-0.0016,0.0031,0,16.5
3/11/2025,7:44:30 PM,38.90557825,-92.26831127,221.457,1,13,0.0046,0.0041,0.0099,-0.0018,-0.0016,0.0031,0.2,18.2
3/11/2025,7:44:30 PM,38.90557825,-92.26831125,221.4577,1,13,0.0046,0.0041,0.0099,-0.0018,-0.0016,0.0031,0.4,19.8
3/11/2025,7:44:31 PM,38.90557825,-92.26831125,221.4572,1,13,0.0046,0.0041,0.0099,-0.0018,-0.0016,0.0031,0.6,21.5
3/11/2025,7:44:31 PM,38.90557826,-92.26831124,221.4584,1,13,0.0046,0.0041,0.01,-0.0018,-0.0016,0.0032,0.8,23.2
3/11/2025,7:44:31 PM,38.90557826,-92.26831126,221.4561,1,13,0.0046,0.0041,0.0099,-0.0018,-0.0016,0.0031,0,24.9
3/11/2025,7:44:31 PM,38.90557826,-92.26831128,221.4611,1,13,0.0046,0.0041,0.0099,-0.0018,-0.0016,0.0031,0.2,26.6
3/11/2025,7:44:31 PM,38.90557826,-92.26831127,221.4596,1,13,0.0046,0.0041,0.0099,-0.0018,-0.0016,0.0031,0.4,28.4
3/11/2025,7:44:32 PM,38.90557826,-92.26831127,221.4634,1,13,0.0046,0.0041,0.0099,-0.0018,-0.0016,0.0031,0.6,30.1
3/11/2025,7:44:32 PM,38.90557828,-92.26831124,221.4612,1,13,0.0046,0.0041,0.01,-0.0018,-0.0016,0.0032,0.8,31.8
3/11/2025,7:44:32 PM,38.90557826,-92.26831128,221.4576,1,13,0.0045,0.0041,0.0099,-0.0018,-0.0016,0.0031,0,33.5
3/11/2025,7:44:32 PM,38.90557825,-92.26831127,221.4579,1,13,0.0046,0.0041,0.0099,-0.0018,-0.0016,0.0031,0.2,35.3
3/11/2025,7:44:32 PM,38.90557826,-92.26831128,221.4587,1,13,0.0046,0.0041,0.0099,-0.0018,-0.0016,0.0031,0.4,37.1
3/11/2025,7:44:33 PM,38.90557826,-92.26831125,221.4608,1,13,0.0046,0.0041,0.0099,-0.0018,-0.0016,0.0031,0.6,38.8
3/11/2025,7:44:33 PM,38.90557825,-92.26831127,221.4582,1,13,0.0046,0.0041,0.01,-0.0018,-0.0016,0.0032,0.8,40.6
